MES;DIA;HORA;PROVINCIA;CANTON;ZONA;NUM_FALLECIDO;NUM_LESIONADO;TOTAL_VICTIMAS;CLASE;CAUSA
ENERO;DOMINGO;19:00 A 19:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;16:00 A 16:59;MANABÍ;MANTA;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;19:00 A 19:59;LOS RÍOS;BABAHOYO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;10:00 A 10:59;MANABÍ;PAJAN;RURAL;0;1;1;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
ENERO;DOMINGO;09:00 A 09:59;MANABÍ;PAJAN;RURAL;0;1;1;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
ENERO;DOMINGO;09:00 A 09:59;SANTA ELENA;SANTA ELENA;RURAL;0;3;3;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;00:00 A 00:59;GUAYAS;DAULE;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;06:00 A 06:59;GUAYAS;DAULE;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;00:00 A 00:59;MANABÍ;PORTOVIEJO;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;05:00 A 05:59;SANTA ELENA;SANTA ELENA;RURAL;5;1;6;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;08:00 A 08:59;GUAYAS;GUAYAQUIL;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;01:00 A 01:59;GUAYAS;SAN JACINTO DE YAGUACHI;RURAL;1;0;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;05:00 A 05:59;GUAYAS;SAN JACINTO DE YAGUACHI;RURAL;1;0;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;07:00 A 07:59;NAPO;TENA;RURAL;1;0;1;ATROPELLOS;EMBRIAGUEZ O DROGA
ENERO;DOMINGO;05:00 A 05:59;LOS RÍOS;PUEBLOVIEJO;RURAL;0;5;5;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;10:00 A 10:59;CHIMBORAZO;RIOBAMBA;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;08:00 A 08:59;CHIMBORAZO;RIOBAMBA;RURAL;0;2;2;CHOQUES;EMBRIAGUEZ O DROGA
ENERO;DOMINGO;05:00 A 05:59;AZUAY;GIRON;RURAL;0;0;0;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;23:00 A 23:59;CHIMBORAZO;RIOBAMBA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;01:00 A 01:59;ORELLANA;ORELLANA;RURAL;0;2;2;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA
ENERO;DOMINGO;12:00 A 12:59;ORELLANA;ORELLANA;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;DOMINGO;13:00 A 13:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;07:00 A 07:59;TUNGURAHUA;AMBATO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;22:00 A 22:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;16:00 A 16:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS
ENERO;LUNES;19:00 A 19:59;EL ORO;MACHALA;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;19:00 A 19:59;LOS RÍOS;QUEVEDO;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;13:00 A 13:59;MANABÍ;MONTECRISTI;RURAL;0;1;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;16:00 A 16:59;LOS RÍOS;QUEVEDO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;11:00 A 11:59;EL ORO;PASAJE;RURAL;0;2;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;10:00 A 10:59;GUAYAS;GUAYAQUIL;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;04:00 A 04:59;EL ORO;BALSAS;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;08:00 A 08:59;AZUAY;CAMILO PONCE ENRIQUEZ;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;06:00 A 06:59;EL ORO;SANTA ROSA;RURAL;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;01:00 A 01:59;GUAYAS;SAMBORONDON;RURAL;1;7;8;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;02:00 A 02:59;LOS RÍOS;QUEVEDO;RURAL;0;1;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;00:00 A 00:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;1;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;09:00 A 09:59;PICHINCHA;CAYAMBE;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;07:00 A 07:59;MORONA SANTIAGO;SUCUA;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;16:00 A 16:59;TUNGURAHUA;AMBATO;RURAL;1;1;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;15:00 A 15:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;16:00 A 16:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;10:00 A 10:59;PICHINCHA;CAYAMBE;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;06:00 A 06:59;CHIMBORAZO;GUANO;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;07:00 A 07:59;CHIMBORAZO;RIOBAMBA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;07:00 A 07:59;CHIMBORAZO;RIOBAMBA;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;LUNES;20:00 A 20:59;CAÑAR;LA TRONCAL;RURAL;1;0;1;ATROPELLOS;EMBRIAGUEZ O DROGA
ENERO;LUNES;19:00 A 19:59;EL ORO;HUAQUILLAS;RURAL;1;0;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;LUNES;16:00 A 16:59;LOJA;MACARA;RURAL;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
ENERO;MARTES;02:00 A 02:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;19:00 A 19:59;LOS RÍOS;VENTANAS;RURAL;0;1;1;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;16:00 A 16:59;EL ORO;ARENILLAS;RURAL;0;0;0;PÉRDIDA DE PISTA;DAÑOS MECÁNICOS
ENERO;MARTES;22:00 A 22:59;GUAYAS;NARANJITO;RURAL;0;2;2;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;22:00 A 22:59;GUAYAS;GUAYAQUIL;RURAL;0;1;1;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
ENERO;MARTES;10:00 A 10:59;EL ORO;PIÑAS;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;13:00 A 13:59;AZUAY;SIGSIG;RURAL;0;0;0;CHOQUES;IMPRUDENCIA  DEL PEATÓN
ENERO;MARTES;14:00 A 14:59;MANABÍ;CHONE;RURAL;0;1;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;12:00 A 12:59;MANABÍ;MONTECRISTI;RURAL;0;1;1;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
ENERO;MARTES;12:00 A 12:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;0;0;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
ENERO;MARTES;11:00 A 11:59;GUAYAS;PEDRO CARBO;RURAL;0;1;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;09:00 A 09:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;3;3;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
ENERO;MARTES;06:00 A 06:59;MANABÍ;MANTA;RURAL;0;1;1;PÉRDIDA DE PISTA;MAL ESTADO DE LA VÍA
ENERO;MARTES;06:00 A 06:59;LOS RÍOS;QUEVEDO;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;06:00 A 06:59;TUNGURAHUA;AMBATO;RURAL;1;0;1;ATROPELLOS;FACTORES CLIMÁTICOS
ENERO;MARTES;17:00 A 17:59;TUNGURAHUA;QUERO;RURAL;0;0;0;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;23:00 A 23:59;MANABÍ;CHONE;RURAL;0;0;0;ATROPELLOS;OTRAS CAUSAS
ENERO;MARTES;14:00 A 14:59;LOS RÍOS;VENTANAS;RURAL;1;0;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MARTES;19:00 A 19:59;IMBABURA;IBARRA;RURAL;3;3;6;CHOQUES;MAL ESTADO DE LA VÍA
ENERO;MARTES;18:00 A 18:59;AZUAY;GUALACEO;RURAL;1;0;1;CAÍDA DE PASAJEROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;15:00 A 15:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;1;0;1;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
ENERO;MIÉRCOLES;09:00 A 09:59;PICHINCHA;PEDRO MONCAYO;RURAL;0;1;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
ENERO;MIÉRCOLES;07:00 A 07:59;AZUAY;CUENCA;RURAL;0;1;1;PÉRDIDA DE PISTA;MAL ESTADO DE LA VÍA
ENERO;MIÉRCOLES;17:00 A 17:59;GUAYAS;MILAGRO;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;19:00 A 19:59;GUAYAS;EL EMPALME;RURAL;0;1;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;19:00 A 19:59;MANABÍ;MANTA;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;21:00 A 21:59;GUAYAS;EL EMPALME;RURAL;1;1;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;MIÉRCOLES;13:00 A 13:59;AZUAY;CUENCA;RURAL;1;1;2;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
ENERO;MIÉRCOLES;09:00 A 09:59;AZUAY;GUALACEO;RURAL;0;1;1;CAÍDA DE PASAJEROS;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;MIÉRCOLES;11:00 A 11:59;GUAYAS;DURAN;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;10:00 A 10:59;MANABÍ;PORTOVIEJO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;07:00 A 07:59;GUAYAS;SAN JACINTO DE YAGUACHI;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;MIÉRCOLES;07:00 A 07:59;TUNGURAHUA;PATATE;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;11:00 A 11:59;MANABÍ;PORTOVIEJO;RURAL;1;0;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
ENERO;MIÉRCOLES;07:00 A 07:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;1;1;CHOQUES;OTRAS CAUSAS
ENERO;MIÉRCOLES;18:00 A 18:59;BOLÍVAR;SAN MIGUEL;RURAL;0;1;1;PÉRDIDA DE PISTA;FACTORES CLIMÁTICOS
ENERO;MIÉRCOLES;00:00 A 00:59;CHIMBORAZO;RIOBAMBA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;MIÉRCOLES;04:00 A 04:59;CHIMBORAZO;RIOBAMBA;RURAL;0;2;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;JUEVES;15:00 A 15:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;1;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
ENERO;JUEVES;16:00 A 16:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
ENERO;JUEVES;06:00 A 06:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;JUEVES;15:00 A 15:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
ENERO;JUEVES;16:00 A 16:59;MANABÍ;CHONE;RURAL;0;1;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;JUEVES;17:00 A 17:59;GUAYAS;BALZAR;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;JUEVES;21:00 A 21:59;GUAYAS;GUAYAQUIL;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;JUEVES;22:00 A 22:59;AZUAY;GIRON;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
ENERO;JUEVES;13:00 A 13:59;MANABÍ;MONTECRISTI;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;JUEVES;12:00 A 12:59;GUAYAS;SAN JACINTO DE YAGUACHI;RURAL;0;2;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;JUEVES;12:00 A 12:59;GUAYAS;GUAYAQUIL;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;JUEVES;15:00 A 15:59;GUAYAS;GUAYAQUIL;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;JUEVES;06:00 A 06:59;GUAYAS;EL TRIUNFO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;JUEVES;00:00 A 00:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;JUEVES;01:00 A 01:59;MANABÍ;CHONE;RURAL;1;2;3;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;JUEVES;16:00 A 16:59;SUCUMBÍOS;LAGO AGRIO;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;JUEVES;15:00 A 15:59;CHIMBORAZO;COLTA;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;JUEVES;07:00 A 07:59;CHIMBORAZO;RIOBAMBA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;JUEVES;12:00 A 12:59;MORONA SANTIAGO;PALORA;RURAL;0;0;0;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
ENERO;JUEVES;19:00 A 19:59;MORONA SANTIAGO;MORONA;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;JUEVES;12:00 A 12:59;TUNGURAHUA;PATATE;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;JUEVES;16:00 A 16:59;ZAMORA CHINCHIPE;PAQUISHA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;JUEVES;19:00 A 19:59;COTOPAXI;LATACUNGA;RURAL;2;0;2;ATROPELLOS;OTRAS CAUSAS
ENERO;JUEVES;20:00 A 20:59;ESMERALDAS;ATACAMES;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;JUEVES;12:00 A 12:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;1;1;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS
ENERO;VIERNES;13:00 A 13:59;TUNGURAHUA;AMBATO;RURAL;0;0;0;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
ENERO;VIERNES;01:00 A 01:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;VOLCAMIENTOS;FACTORES CLIMÁTICOS
ENERO;VIERNES;23:00 A 23:59;TUNGURAHUA;AMBATO;RURAL;0;0;0;ROZAMIENTOS;EMBRIAGUEZ O DROGA
ENERO;VIERNES;20:00 A 20:59;MANABÍ;PORTOVIEJO;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;VIERNES;22:00 A 22:59;MANABÍ;PORTOVIEJO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;VIERNES;22:00 A 22:59;LOS RÍOS;BABAHOYO;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;VIERNES;22:00 A 22:59;MANABÍ;ROCAFUERTE;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;VIERNES;15:00 A 15:59;LOS RÍOS;QUEVEDO;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;VIERNES;17:00 A 17:59;GUAYAS;DURAN;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;VIERNES;06:00 A 06:59;EL ORO;EL GUABO;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;VIERNES;06:00 A 06:59;GUAYAS;GENERAL  ANTONIO ELIZALDE;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;VIERNES;01:00 A 01:59;GUAYAS;GUAYAQUIL;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;VIERNES;00:00 A 00:59;SANTA ELENA;SANTA ELENA;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;VIERNES;12:00 A 12:59;CAÑAR;CAÑAR;RURAL;0;1;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
ENERO;VIERNES;15:00 A 15:59;CHIMBORAZO;RIOBAMBA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;VIERNES;07:00 A 07:59;PASTAZA;PASTAZA;RURAL;1;0;1;CHOQUES;EMBRIAGUEZ O DROGA
ENERO;VIERNES;20:00 A 20:59;CHIMBORAZO;RIOBAMBA;RURAL;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
ENERO;VIERNES;11:00 A 11:59;ZAMORA CHINCHIPE;PAQUISHA;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;VIERNES;06:00 A 06:59;PICHINCHA;MEJIA;RURAL;1;2;3;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;VIERNES;20:00 A 20:59;PICHINCHA;RUMIÑAHUI;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;13:00 A 13:59;TUNGURAHUA;AMBATO;RURAL;0;2;2;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
ENERO;SÁBADO;18:00 A 18:59;TUNGURAHUA;AMBATO;RURAL;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
ENERO;SÁBADO;03:00 A 03:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;2;2;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;05:00 A 05:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;VOLCAMIENTOS;EXCESO VELOCIDAD
ENERO;SÁBADO;17:00 A 17:59;MANABÍ;MANTA;RURAL;0;1;1;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
ENERO;SÁBADO;20:00 A 20:59;AZUAY;CUENCA;RURAL;0;0;0;OTROS;EMBRIAGUEZ O DROGA
ENERO;SÁBADO;16:00 A 16:59;GUAYAS;COLIMES;RURAL;0;0;0;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;18:00 A 18:59;AZUAY;CUENCA;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;21:00 A 21:59;EL ORO;ARENILLAS;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;17:00 A 17:59;AZUAY;CUENCA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;18:00 A 18:59;MANABÍ;PORTOVIEJO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;19:00 A 19:59;GUAYAS;NARANJAL;RURAL;1;0;1;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;22:00 A 22:59;GUAYAS;PALESTINA;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;13:00 A 13:59;AZUAY;SIGSIG;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;18:00 A 18:59;SANTA ELENA;SANTA ELENA;RURAL;0;0;0;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;18:00 A 18:59;GUAYAS;PLAYAS;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;21:00 A 21:59;GUAYAS;BALZAR;RURAL;0;0;0;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
ENERO;SÁBADO;22:00 A 22:59;GUAYAS;ISIDRO AYORA;RURAL;0;1;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;22:00 A 22:59;GUAYAS;EL EMPALME;RURAL;0;3;3;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;SÁBADO;20:00 A 20:59;GUAYAS;GUAYAQUIL;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;19:00 A 19:59;GUAYAS;GUAYAQUIL;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;17:00 A 17:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;17:00 A 17:59;LOS RÍOS;MONTALVO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;03:00 A 03:59;MANABÍ;MANTA;RURAL;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
ENERO;SÁBADO;04:00 A 04:59;MANABÍ;MANTA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
ENERO;SÁBADO;01:00 A 01:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
ENERO;SÁBADO;06:00 A 06:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
